category,count
GSO_Greensboro_SDP61,42
JFK_Brooklyn_SDP40,42
Expedited,42
Production/Operations,42
Mfg Assembly,42
Rad Tech - Mammography,42
Mfg Machine Operation,41
Dedicated,41
Civil engineering labourers,41
Radiology & Imaging,41
General Company,41
General Dentistry - General Dentistry Support,41
Ded - Bedford,41
Dietary,41
Bicycle and related repairers,41
Marketing & Commercial Operations,41
Sales Support,41
Truck Transportation,41
SYR_Syracuse_RL_1545,40
Mixed crop and animal producers,40
PHL_Philadelphia_30,40
PDX_Portland_SDP16,40
Resident Care/Healthcare,40
Direct Support (Management),40
General- Quad,40
CMH_Columbus_DNI031,40
Clinical Services and Support,40
Chiropractor MA,40
Counseling,40
LNA,40
Caregiver/CNA,40
Facilities Management,40
"Armed forces occupations, other ranks",39
Software Developer,39
QMA,39
CMA,39
Mining supervisors,39
Claims Liability,39
cmt,39
Travel Merchandiser,39
Community Admin,39
Activities & Programming,39
Procurement,39
Ace Hardware Home Services (AHHS) Group,39
Outside,38
Midwest Company,38
CVG_Cincinnati_DNI030,38
Advanced Practice Nurse /Physician Assistant/CRNA,38
Professional - Clinical,38
Non-clinical Professional,38
Parts,38
Construction & Trades,38
Cleaning Associate,38
Kitchen,38
Facilities/Housekeeping,37
Electrical Techs,37
Project/Program/Product Management--NON-TECH,37
Project/Program/Product Management--TECHNICAL,37
CDL Driver,37
quantitative analytics,37
Computer Games,37
Pilots,37
Chiropractor WI,37
Health Services-Nursing,37
PHL_Philadelphia_367,36
"Burley/Rupert, ID",36
PHL_Bridgeport_539,36
PHL_Woodlyn_SDP30,36
Sales / Marketing,36
Operations Leadership,36
SBP_Santa-Maria_398,36
"Marion, SC",36
CLE_Cleveland_DNI022,36
"McComb, MS",36
Nebraska,36
"Newark, NY",36
"Hempstead, TX",36
"Milledgeville, GA",36
Short Haul - Bridgeport/Vonore,36
"Amelia Island, FL",36
"Marion, VA",36
"[""Healthcare""]",36
"Vicksburg, MS",36
X-ray,36
"Ruston, LA",36
Security,36
HVAC Install Helpers,36
"Orangeburg, SC",36
Production & Manufacturing,36
"Galesburg, IL",36
Lancaster,36
"Cape Girardeau, MO",36
"Henderson, TX",36
"Greenwood, SC",36
Quality Assurance,36
"Kittanning, PA",36
"Thomasville, GA",36
DFW_Dallas_DNI063,36
"Sylva, NC",36
"Waycross, GA",36
"Norton, VA",36
"Wausau, WI",36
Janesville,36
"River Falls, WI",36
"Crawfordville, FL",36
Software Engineering and Architecture,36
"Owensboro, KY",36
"Monett, MO",36
"Idabel, OK",36
"Plattsburgh, NY",36
"Keene, NH",36
PHX_Phoenix_315,36
Computer And Network Security,35
Facilities Maintenance,35
Skilled Trades,35
Marketing Manager,35
Ground Transportation,35
Therapy (FT),35
132000,35
WAIT,35
"4,RealMatchBoost,",35
"Pharmaceutical Manufacturing,Biotechnology Research",35
Behavior Analyst in Training,35
"N7211 - Selector, Night",35
"Software Development,IT Services and IT Consulting",35
"Veterinary Technician, Community Medicine",34
USA Supply Chain and Logistics,34
Computer network professionals,34
Sales and Business Development,34
Business Support,34
General and Administrative,34
SFO_San-Francisco_SDP13,34
AUS_Austin_DNI013,34
Civic and Social Organizations,34
DSM_Des-Moines_97,34
EMT,34
Manager/Supervisor,34
Press,34
Local,34
Hygienist,34
Clerical,33
Other Admin,33
LVN,33
Customer Success,33
Advert / Media / Entertainment,33
Driver - Phoenix,33
Events Services,33
Insurance & Superannuation,33
Contractor,33
DW Tech - Wheel,33
Mortgage,33
Exercise Physiologist / Fitness Professional,33
Corporate Security,33
Certified Nursing Assistant,33
Transaction Processing,33
P&C,33
Customer Care Group,33
"Other, Craftforce",32
PHL_Harrisburg_227,32
Retail Management,32
N7181 - Fleet Mechanic - Int,32
Investment Management,32
information_technology,32
Equipment Operator,32
Rehabilitation Service/Therapy,32
"16,RealMatchBoost,",32
PHL_Philadelphia_132,32
Production Mechanic,32
Business Development,32
Interventional Radiology,32
FOOD,32
Local - Bloomington,32
SAN_Carmel-Mountain_447,32
PIT_Pittsburgh_294,32
Administrative and Support Services,32
Mechanic,32
Electronics mechanics and servicers,31
Educator,31
#ehsales3,31
Marketing Services,31
Cashiers and ticket clerks,31
Purchasing,31
"Technology, Information and Internet,Software Development",31
Patient Support Services,31
Warehousing and Storage,31
FB Area - Combo Company,31
Dispatchers,31
Contact centre information clerks,31
N/A,31
Behavioral Health,31
Childcare,31
Mining managers,31
LPNs/LVNs,31
Dedicated Suffolk VA,30
SEA_SouthCenter_596,30
ATH_Athens_87,30
Finance & Accounting,30
Travel Arrangements,30
Sales Arborist,30
SFO_Santa-Rosa_402,30
Clinical/allied health,30
MSP_Minneapolis-StPaul_SDP15,30
Local - Peoria,30
"Consumer Services,Legal Services,Advertising Services",30
Customer Support,30
Operations - Management,30
CHO_Charlottesville_43,30
"Lodging, Tours, & Attractions",30
RIC_Richmond_SDP20,30
Information Technology Services,30
Arts & Entertainment,30
Ded - Extreme,30
PHL_Philadelphia_290,30
Nurse Practitioner,30
"Law Practice,Legal Services,Staffing and Recruiting",30
CR SO,30
Nuclear Electric Power Generation,30
Project Management Technical,30
Operations: Leadership,30
"Project, Program & Product Management",30
Finishing,30
CLT_Charlotte_DNI001,30
Manufacturing and Production,30
Onsite,30
"Manufacturing,Food and Beverage Manufacturing",30
Shop,29
DV Area - Flatbed Lease,29
Target,29
Direct Labor,29
Trade brokers,29
Packaging and Containers Manufacturing,29
Corporate: Individual Contributors,29
Orthodontics - Orthodontics Dentistry,29
N7241 - Shuttle Driver,29
Construction and Extraction,29
Maintenance/Mechanic,29
Fashion Designer,29
Food Services/Nutrition,29
Buildings & Grounds,29
CNC,29
SEA_Tacoma_410,28
DEN_Denver_478,28
ENTERPRISE BUSINESS SERVICES,28
Data Science,28
BUR_Glendale_495,28
jeffersoncity,28
MIA_Miami_977,28
EMS,28
CVICU,28
TPA_Tampa_250,28
E2844 - New Business Manager,28
MSN_Madison_23,28
Public Relations and Communications Services,28
Field Operations/Field Management,28
Chemical engineers,28
Landscape architects,28
PHL_Philadelphia_670,28
"Staffing and Recruiting,IT Services and IT Consulting,Software Development",28
Guest Services & Housekeeping,28
SAN_Vista_SDP55,28
Nutrition & Dietetics,28
Systems Administration,28
CHS310,27
"Auburn, NY",27
Maintenance and Engineering,27
"Yankton, SD",27
Spray painters and varnishers,27
Rehab/Therapy,27
"Madill, OK",27
Kennewick,27
"Celina, OH",27
"Insurance,Financial Services,Business Consulting and Services",27
Crop farm labourers,27
"Marshfield, WI",27
General Operations,27
Carrier Placements,27
Customer Shared Services,27
"Vidalia/Lyons, GA",27
"Hermiston, OR",27
"Oneonta, NY",27
"Crossville, TN",27
"Cleveland, MS",27
"DeFuniak Springs, FL",27
"Sebastian, FL",27
"Chino Valley, AZ",27
"Hernando, MS",27
"Covington, VA",27
Consumer Goods,27
First Level Management,27
"Durant, OK",27
"Dublin, GA",27
"Calhoun, GA",27
Strategic Projects,27
"Leesville, LA",27
"Marion, NC",27
"Gillette, WY",27
DW Admin,27
Restaurant General Manager,27
"Fairbanks, AK",27
"Parker, AZ",27
"Escanaba, MI",27
Consulting,27
"E2336 - Manager, Transportation",27
"Monticello, AR",27
"Statistical, mathematical and related associate professionals",27
"Morgan City, LA",27
"Pell City, AL",27
"Lumberton, NC",27
"North Branch, MN",27
"Wilkesboro, NC",27
"LaFayette, GA",27
Owner Operator,27
"Swansboro, NC",27
Imaging/Diagnostics,27
Analyst,27
Progressive Care Nursing,27
"Arkadelphia, AR",27
Hospice Aide,27
"Fayetteville, WV",27
"Lindale, TX",27
"Manitowoc, WI",27
"Lexington, NC",27
"Mason City, IA",27
"Ottumwa, IA",27
"Sanford, NC",27
"Rehoboth Beach, DE",27
"Crowley, LA",27
Maintenance Mechanic,27
"Lewiston, ID",27
"Plainview, TX",27
"Rockwood, TN",27
"Morehead City, NC",27
"Watertown, WI",27
"Natchitoches, LA",27
"Fort Dodge, IA",27
Office/Clerical,27
"Wisconsin Rapids, WI",27
"Moberly, MO",27
"Wasilla, AK",27
"Rolla, MO",27
Food and Nutrition,26
Mammo,26
DCA_Baileys-Crossroads_645,26
JFK_Newark_1123,26
Sales-Outside,26
ACCOUNTING SERVICES,26
"Bergen, NJ",26
DW Tech - Detailer,26
BOS_Quincy_823,26
PHL_Philadelphia_176,26
Supply Chain & Procurement,26
Information Security,26
DFW_Euless_694,26
Dedicated Galesburg MI,26
Sheet-metal workers,26
Agricultural technicians,26
"Defense and Space Manufacturing,Space Research and Technology,Engineering Services",26
Chemists,26
RDU_Durham_SDP45,26
Freight and Package Transportation,26
LNK_Lincoln_100,26
CMI_Urbana_37,26
BOS_East-Boston_257,26
MIA_Miami-Beach_911,26
Leadership/Management,26
Warehouse/Logistics,26
Network Operations,26
Driver - Residential,26
CorpOps-Non Exempt,25
Support/Clinical,25
Diagnostic Imaging and Radiology,25
"Transportation, Logistics, Supply Chain and Storage,Freight and Package Transportation",25
Social Work,25
Chef,25
Odd job persons,25
Operations (Hourly),25
Project Manager,25
Ded - TPO490,25
Ships’ deck crews and related workers,25
Emergency Room Technician,25
Assisted Living - 6100,25
"Marin, CA",25
Automotive Maintenance,25
Technical Services Group,25
Small Engine Repair,25
Metro Washington Division,25
Southern California Division,25
Medical Doctor PA,25
PMG Parrish Medical Group,25
"Biotechnology Research,Research Services",25
Digital Marketing Specialist,25
"2,RealMatchBoost,",25
Purchasing/Shipping/Receiving,25
Patient Care Support (Nursing),24
SAN_La-Jolla_1016,24
DCA_Washington_522,24
Dedicated Lease Newton NC,24
Drivers of animal-drawn vehicles and machinery,24
Neuro,24
CSRs,24
N1039 - Sales Associate ChefStore - FT,24
Security & Risk,24
Therapy Services,24
Chiropractor IN,24
CLL_College-Station_372,24
SFO_San-Mateo_496,24
PDX_E-Vancouver_594,24
Customer Experience,24
Cath Lab,24
Physical Therapy Assistant IN,24
Ded - Power,24
Chiropractor PA,24
Dedicated Newton NC,24
Membership Reporting,24
Owatonna,24
Social Services & Case Management,24
DTW_Berkley_195,24
SAN_Point-Loma_446,24
DV,24
Bereavement / Chaplains,24
Management - Nursing Home Administrator,24
MIA_Miami_330,24
Laboratory Services,24
Data & Intelligence,24
PHL_Philadelphia_RL_1567,24
TYS_Knoxville_147,24
Clinical Care-Cardiovascular,24
Travel attendants and travel stewards,24
MIA_Miami_376,24
Engineering & Technology,24
Account Management,23
Other Marketing Specialist,23
Hourly Team Members,23
Chiropractor MO,23
Industrial Maintenance,23
"Film, stage and related directors and producers",23
MS - EOSITMS INC - Meta - (ITL) IT Logistics,23
Shop keepers,23
Operations Management,23
Field Labor / Trabajadores Laborales,23
PNC Wealth Management,23
Dancers and choreographers,23
"Biotechnology Research,Pharmaceutical Manufacturing",23
Nursing & Clinical,23
"Venture Capital and Private Equity Principals,Capital Markets,Financial Services",23
CT,23
Project/Program Management,23
Systems Engineering,23
Supply Chain Services,23
Store Execution & Support,23
"Entertainment Providers,Computer Games",23
Building frame and related trades workers not elsewhere classified,23
"Bristol, MA",23
Corporate + Field Support,23
Optician,23
Medical Surgical,23
Group Fitness Instructor,23
Ded - MI Water,23
"Restaurants,Hotels and Motels",23
"Legal Services,Marketing Services",23
"engineering, 007",23
Generalist medical practitioners,23
"Security and Investigations,Hospitals and Health Care",23
Non-Bedside Nursing,23
Client Operations & Reporting,23
"E2333 - Manager, Warehouse",22
Clerk,22
"IT Services and IT Consulting,Financial Services,IT System Design Services",22
Nursing/Patient Support,22
FB Area - Lease Purchase,22
Sales Group,22
Rome,22
IT and Internet,22
Driver - Wisconsin - Milwaukee,22
SJC_Santa-Clara_407,22
Clinical Care-Care Management,22
New Construction,22
IND_Bloomington_32,22
DFW_Richardson_DNI014,22
"Nursing Direct Patient Care, Correctional Medicine",22
BUR_Pasadena_416,22
Physician Assistant,22
Administrative/Corporate,22
Tech,22
"Hotels and Motels,Hospitality,Events Services",22
COTC - 3 weeks,22
CID_Iowa-City_75,22
PHX_Chandler_SDP11,22
PHL_Philadelphia_229,22
Imaging Service,22
SJC_Los-Altos_1019,22
Therapists,22
"Veterinarian, Community Medicine",22
ONT_Corona_473,22
Civil Service & Government,22
"Staffing and Recruiting,Professional Services,Legal Services",22
ORD_Skokie_161,22
Fleet Support,22
PHL_Ardmore_634,22
Radiation Therapist,22
Physical Retail In-Store,22
"Manufacturing,Industrial Machinery Manufacturing",22
Administrative/Management,22
PIT_Pittsburgh_371,22
"Research Services,Technology, Information and Media",21
IAH_Houston_SDP26,21
Epox-Direct,21
N1565 - Sales Dept Lead - CHEFSTORE,21
Power production plant operators,21
"Systems, Quality, & Security Engineering",21
Operations & Production,21
Human Resources General,21
"Restaurants,Food and Beverage Services,Hospitality",21
"Computers and Electronics Manufacturing,Retail,Marketing Services",21
Shoemaking and related machine operators,21
Scribes,21
Consulting & Corporate Strategy,21
"Writing and Editing,Public Relations and Communications Services,Business Consulting and Services",21
Kitchen Staff,21
"Writing and Editing,Business Consulting and Services,Public Relations and Communications Services",21
Driver - Roll Off,21
Consumer Support,21
Gambling Facilities and Casinos,21
#ehinstall2,21
"Research Services,Information Services",21
"Transportation, Logistics, Supply Chain and Storage,Ground Passenger Transportation,Transportation Programs",21
"Musicians, singers and composers",21
"Information Services,Software Development,IT Services and IT Consulting",21
Spectator Sports,21
Management and Executives,20
Athletic Trainer,20
HVN_Hartford_69,20
"IT Services and IT Consulting,Engineering Services,Information Services",20
"Technology, Information and Internet,Technology, Information and Media,Software Development",20
Geographical Information Systems,20
LAX_La-Cienega_786,20
172000,20
"Human Resources Services,IT Services and IT Consulting,Staffing and Recruiting",20
Quality - Operations,20
MIA_Hialeah_633,20
BOS_Allston_RL_1178,20
DEN_Wheat-Ridge_616,20
DEN_Westminster_110,20
SJC_San-Jose_459,20
Research/Approvals,20
"Primary and Secondary Education,Education",20
Graphic Designer,20
Field Management,20
MSBC Store - Management,20
DEN_Denver_365,20
Business & Industry,20
Fast Casual,20
Management - Clinical,20
DFW_Dallas_DNI064,20
BTR_Baton-Rouge_690,20
LAX_Rolling-Hills-Torrance_415,20
"Financial Services,Capital Markets,Venture Capital and Private Equity Principals",20
